BookCode,BookTitle,BookDescription,CountPage,PrintType,Authors,SalesAvailable,PublicDomain,PreviewAvaliable,idBookDimension,BookCategory
9788599296363,"A cabana",NULL,40,0,"William P. Young",1,1,0,4773,1
9788599296158,"Água para elefantes",NULL,72,0,"Sara Gruen",1,1,0,4774,1
9788599296158,"Água para elefantes",NULL,72,0,"Sara Gruen",1,1,0,4775,1
9788598254036,"Gerenciamento da rotina do trabalho do dia-a-dia",NULL,66,0,"Vicente Falconi Campos",1,1,0,4776,1
9788598078946,"Bilionários por acaso","Best-seller do <i>The New York Times</i>,<i> Bilionários por acaso</i> é uma narrativa em alta voltagem sobre dois estudantes desajustados de Harvard que tentavam aumentar suas chances com o sexo oposto e terminaram criando o Facebook. Protagonizada pelo brasileiro Eduardo Saverin, estudante de economia, e pelo norte-americano Mark Zuckerberg, gênio da informática - amigos que sobreviviam num ambiente repleto de alunos brilhantes de famílias supertradicionais - mostra a trajetória da criação da rede social que se tornou uma das mais poderosas empresas do mundo e que revolucionou a maneira como milhões de pessoas se relacionam. Ben Mezrich revela os detalhes picantes dos bastidores dessa verdadeira saga, em uma narrativa movida a altas doses de paranoia, sexo, bebida, talento, alguma droga e muita ambição, entre investidores poderosos, mulheres maravilhosas, a busca do estrelato social e muitas, mas muitas intrigas. Criado para unir as pessoas, a história do Facebook é de desavenças e separação.<sp",32,0,"Ben Mezrich",1,1,0,4777,1
9788598078946,"Bilionários por acaso","Best-seller do <i>The New York Times</i>,<i> Bilionários por acaso</i> é uma narrativa em alta voltagem sobre dois estudantes desajustados de Harvard que tentavam aumentar suas chances com o sexo oposto e terminaram criando o Facebook. Protagonizada pelo brasileiro Eduardo Saverin, estudante de economia, e pelo norte-americano Mark Zuckerberg, gênio da informática - amigos que sobreviviam num ambiente repleto de alunos brilhantes de famílias supertradicionais - mostra a trajetória da criação da rede social que se tornou uma das mais poderosas empresas do mundo e que revolucionou a maneira como milhões de pessoas se relacionam. Ben Mezrich revela os detalhes picantes dos bastidores dessa verdadeira saga, em uma narrativa movida a altas doses de paranoia, sexo, bebida, talento, alguma droga e muita ambição, entre investidores poderosos, mulheres maravilhosas, a busca do estrelato social e muitas, mas muitas intrigas. Criado para unir as pessoas, a história do Facebook é de desavenças e separação.<sp",32,0,"Ben Mezrich",1,1,0,4778,5
9788598078939,"Pequena abelha",NULL,72,0,"Chris Cleave",1,1,0,4779,5
9788598078588,"A maldição do titã",NULL,36,0,"Rick Riordan",1,1,0,4780,5
9788598078465,Amanhecer,NULL,76,0,"Stephenie Meyer",1,1,0,4781,5
9788598078465,Amanhecer,NULL,76,0,"Stephenie Meyer",1,1,0,4782,1
9788598078397,"O ladrão de raios",NULL,0,0,"Rick Riordan",1,1,0,4783,4
9788598078397,"O ladrão de raios",NULL,0,0,"Rick Riordan",1,1,0,4784,4
9788598078175,"A menina que roubava livros","A trajetória de Liesel Meminger é contada por uma narradora mórbida, surpreendentemente simpática. Ao perceber que a pequena ladra de livros lhe escapa, a Morte afeiçoa-se à menina e rastreia suas pegadas de 1939 a 1943. Traços de uma sobrevivente: a mãe comunista, perseguida pelo nazismo, envia Liesel e o irmão para o subúrbio pobre de uma cidade alemã, onde um casal se dispõe a adotá-los por dinheiro. O garoto morre no trajeto e é enterrado por um coveiro que deixa cair um livro na neve. É o primeiro de uma série que a menina vai surrupiar ao longo dos anos. O único vínculo com a família é esta obra, que ela ainda não sabe ler. Assombrada por pesadelos, ela compensa o medo e a solidão das noites com a conivência do pai adotivo, um pintor de parede bonachão que lhe dá lições de leitura. Alfabetizada sob vistas grossas da madrasta, Liesel canaliza urgências para a literatura. Em tempos de livros incendiados, ela os furta, ou os lê na biblioteca do prefeito da cidade.",80,0,"Markus Zusak",1,1,0,4785,4
9788598078175,"A menina que roubava livros","A trajetória de Liesel Meminger é contada por uma narradora mórbida, surpreendentemente simpática. Ao perceber que a pequena ladra de livros lhe escapa, a Morte afeiçoa-se à menina e rastreia suas pegadas de 1939 a 1943. Traços de uma sobrevivente: a mãe comunista, perseguida pelo nazismo, envia Liesel e o irmão para o subúrbio pobre de uma cidade alemã, onde um casal se dispõe a adotá-los por dinheiro. O garoto morre no trajeto e é enterrado por um coveiro que deixa cair um livro na neve. É o primeiro de uma série que a menina vai surrupiar ao longo dos anos. O único vínculo com a família é esta obra, que ela ainda não sabe ler. Assombrada por pesadelos, ela compensa o medo e a solidão das noites com a conivência do pai adotivo, um pintor de parede bonachão que lhe dá lições de leitura. Alfabetizada sob vistas grossas da madrasta, Liesel canaliza urgências para a literatura. Em tempos de livros incendiados, ela os furta, ou os lê na biblioteca do prefeito da cidade.",80,0,"Markus Zusak",1,1,0,4786,1
9788595810341,"A arte da sabedoria","Edição completa com os Oráculos inspiradores escritos há mais de 300 anos. Grandes sábios e ilustres líderes buscaram conhecimento na obra mais clássica de Baltasar Gracián. Escritos há mais de 300 anos, os aforismas criados pelo autor permanecem atuais e são imprescindíveis para alcançar, em qualquer aspecto da vida, o sucesso. Absolutamente único... um livro feito para uso constante - um companheiro para a vida.&nbsp;",28,0,"Baltasar Gracián",1,1,0,4787,1
9788595083653,"A queda de Gondolin","A história da Queda de Gondolin começou a ser escrita em 1916 e agora ganha vida graças ao trabalho editorial de Christopher Tolkien, filho e executor legal das obras de Tolkien. Dessa forma cumprem-se duas sinas: a dos Elfos noldorin na Primeira Era do mundo e a do autor, ao conseguir publicar individualmente os três Grandes Contos dos Dias Antigos.",88,0,"J. R. R. Tolkien",1,1,0,4788,1
9788595083271,"Do mil ao milhão","<span class=""txtDescricao"">Em seu primeiro livro, Thiago Nigro, criador da plataforma O Primo Rico, ensina aos leitores os três pilares para atingir a independência financeira: gastar bem, investir melhor e ganhar mais. Por meio de dados e de sua própria experiência como investidor e assessor, Nigro mostra que a riqueza é possível para todos – basta estar disposto a aprender e se dedicar.</span>",92,0,"Thiago Nigro",1,1,0,4789,1
9788595083271,"Do mil ao milhão","<span class=""txtDescricao"">Em seu primeiro livro, Thiago Nigro, criador da plataforma O Primo Rico, ensina aos leitores os três pilares para atingir a independência financeira: gastar bem, investir melhor e ganhar mais. Por meio de dados e de sua própria experiência como investidor e assessor, Nigro mostra que a riqueza é possível para todos – basta estar disposto a aprender e se dedicar.</span>",92,0,"Thiago Nigro",1,1,0,4790,5
9788595083066,"Perguntas e respostas","O que será que você tem em comum com a Larissa Manoela? O que te fez sorrir hoje? Em quem você mais confia nesse mundo? Que livro você não conseguiu parar de ler? A estrela teen Larissa Manoela responde essas perguntas e muitas mais nesse livro interativo! São 100 questões sobre amizades, família, vida amorosa, sonhos, curiosidades e um monte de outras coisas que fazem parte do universo de todo adolescente.<br>",28,0,"Larissa Manoela",1,1,0,4791,5
9788595081512,"O pequeno príncipe","<span class=""txtDescricao"">Nesta clássica história que marcou gerações de leitores em todo o mundo, um piloto cai com seu avião no deserto do Saara e encontra um pequeno príncipe, que o leva a uma jornada filosófica e poética através de planetas que encerram a solidão humana. A edição conta com a clássica tradução do poeta imortal dom Marcos Barbosa, e é a versão mais consagrada da obra, publicada no Brasil desde 1952.</span>",6,0,"Antoine Saint-Exupéry",1,1,0,4792,5
9788595081505,"Cavaleiro das Américas","Neste livro, o Cavaleiro das Américas, como é conhecido, narra as histórias, os aprendizados e os obstáculos colecionados durante essa saga transformadora. Conquistando amigos e apoiadores por onde passou, Filipe apresenta aos leitores um relato inspirador de perseverança, superação e autoconfiança.",28,0,"Filipe Masetti Leite",1,1,0,4793,5
9788595080461,"Pecar e perdoar","“Errar é humano. ” Essa afirmativa tão comum encerra uma verdade mais profunda que muitas vezes se perde no clichê: o pecado e o perdão são duas faces da mesma moeda — sem um não pode haver o outro. É exatamente dessa duplicidade que o historiador Leandro Karnal trata em “Pecar e perdoar” — Deus e o homem na história. Com uma análise focada nas experiências tão intrinsecamente humanas do desvio da norma e do restabelecimento da confiança, Karnal mostra como a sociedade moderna ainda utiliza essas noções baseadas na religiosidade judaico-cristã, e como, apesar de suas origens tão antigas, tais conceitos seguem cada vez mais atuais.",8,0,"Leandro Karnal",1,1,0,4794,5
9788594550316,"Mente de vencedor","Obter excelentes resultados em qualquer campo da vida requer mais do que método, mas disposição, e, este livro, o coloca no ponto certo para essa empreitada. Além de proporcionar técnicas para melhorar a sua produtividade, manter o foco, e realizar metas, também trabalha a motivação. Afinal, a mente precisa de suporte e ser alimentada de bons pensamentos para realizar objetivos.",32,0,"Paulo Sergio Buhrer",1,1,0,4795,5
9788594540270,"The beauty of darkness - Crônicas de amor e ódio - Vol. 3","A trilogia Crônicas de Amor e Ódio chega ao fim de maneira arrasadora. A história de Lia inspirou muitos leitores a embarcarem em uma jornada extraordinária repleta de ação, romance, mistérios e autoconhecimento, em um universo deslumbrante criado pela premiada escritora Mary E. Pearson, onde o poder feminino é a força motriz capaz de mudar e fazer toda a diferença no novo mundo em construção.<br>",76,0,"Mary E. Pearson",1,1,0,4796,5
9788594540164,"Ed &amp; Lorraine Warren","Não é de hoje que os fãs do terror conhecem Ed Warren e sua esposa, Lorraine. O casal foi retratado em filmes de grande sucesso, como Invocação do Mal, Annabelle e Horror em Amityville. Mas basta folhear as páginas de Ed & Lorraine Warren- Demonologistas para constatar que, muitas vezes, a vida pode ser bem mais assustadora que o cinema. No livro, Gerald Brittle desvenda alguns dos principais casos reais vividos pelos Warren. Ed e Lorraine permitiram ao autor acesso exclusivo aos seus arquivos sobrenaturais, que incluem relatos extraordinários de poltergeists, casas mal-assombradas e possessões demoníacas. O resultado é um livro rico em detalhes como nenhum outro. ",72,0,"Gerald Brittle",1,1,0,4797,5
9788593828621,"Valsa brasileira","Entre 2006 e 2017, a economia brasileira viveu numa montanha russa. Do segundo mandato de Lula ao impeachment de Dilma Rousseff, o país passou por alguns dos anos de maior prosperidade de sua história, mas também viveu uma crise sem precedentes. O que aconteceu? Este livro sugere uma resposta. Segundo a autora, os obstáculos para a continuidade do crescimento inclusivo de 2006 e 2010 eram superáveis, mas optou-se por fazer deles pretexto para uma malsucedida mudança de rumo.",92,0,"Laura Carvalho",1,1,0,4798,5
9788593828126,Belchior,"Apenas um rapaz latino-americano traz períodos pouco conhecidos da vida de Belchior, como os anos em que passou em um mosteiro, na adolescência. Foi ali que o artista travou seu primeiro contato com a literatura e a filosofia e habituou-se ao silêncio e à introspecção que seriam características marcantes até o fim da vida.",40,0,"Jotabê Medeiros",1,1,0,4799,5
9788593156823,"Tamo junto","<span class=""txtDescricao"">Um dos maiores problemas nos relacionamentos de casais é a falta de clareza de propósito. Por que estamos juntos? O que buscamos? O que nos faz felizes? Como estaremos daqui a dez anos? Em boa parte dos casos, cada um dos companheiros pensa diferente quanto à maioria dessas perguntas, gerando desencontros que afastam da felicidade e da harmonia. O relacionamento de um casal pode ser extraordinário, mas, como em qualquer outra área da vida, é preciso estar disposto a investir nele. Para que a vida a dois seja aquela com que sonhamos, é preciso trabalhar nela com o propósito específico de aumentar as chances de que o relacionamento dê cer",40,0,"Andréa Fernanda Morais",1,1,0,4800,5
9788593156823,"Tamo junto","<span class=""txtDescricao"">Um dos maiores problemas nos relacionamentos de casais é a falta de clareza de propósito. Por que estamos juntos? O que buscamos? O que nos faz felizes? Como estaremos daqui a dez anos? Em boa parte dos casos, cada um dos companheiros pensa diferente quanto à maioria dessas perguntas, gerando desencontros que afastam da felicidade e da harmonia. O relacionamento de um casal pode ser extraordinário, mas, como em qualquer outra área da vida, é preciso estar disposto a investir nele. Para que a vida a dois seja aquela com que sonhamos, é preciso trabalhar nela com o propósito específico de aumentar as chances de que o relacionamento dê cer",40,0,"Andréa Fernanda Morais",1,1,0,4801,2
9788593156724,"Pega a visão","Em “Pega a Visão”, você saberá agora toda a história dele, desde o tempo em que vendia verduras que ele mesmo havia plantado no quintal de sua casa, aos 8 anos. Sem jamais deixar de reconhecer o que chamou de Lei da Semeadura, a atuação do Ser Superior em nossas vidas, a vida de Rick nos ensina que não há lugar no topo para quem para de lutar ou vive na eterna transferência de responsabilidades.",8,0,"Rick Chesther",1,1,0,4802,2
9788593156663,"Crença Inabalável","Em 'Crença Inabalável', Sandro Rodrigues compartilha a sua trajetória dedicada exclusivamente à empresa de cosméticos Hinode. Sandro conseguiu enfim fazer a transição da Hinode para o marketing multinível, com base em três alicerces: paixão, crença e atitude. E assim transformou a vida de milhares de pessoas que atualmente são consultores da marca, com rendas mensais que jamais imaginaram.&nbsp;",8,0,"Sandro Rodrigues",1,1,0,4803,5
9788593156663,"Crença Inabalável","Em 'Crença Inabalável', Sandro Rodrigues compartilha a sua trajetória dedicada exclusivamente à empresa de cosméticos Hinode. Sandro conseguiu enfim fazer a transição da Hinode para o marketing multinível, com base em três alicerces: paixão, crença e atitude. E assim transformou a vida de milhares de pessoas que atualmente são consultores da marca, com rendas mensais que jamais imaginaram.&nbsp;",8,0,"Sandro Rodrigues",1,1,0,4804,5
9788593156533,"Leve sua mensagem para o mundo","Viver como Treinador Profissional é uma das mais desejadas profissões do planeta. Você tem a possibilidade de sentir a realização de transformar vidas, fazer a diferença e ser muito bem pago por isso. Aprenda como vender de 20 mil a 50 mil em uma palestra transmitindo o conhecimento pelo qual você é apaixonado!",48,0,"Rodrigo Cardoso",1,1,0,4805,5
9788593156526,"Da favela para o mundo","<span class=""txtDescricao"">""Em 2011, conheci o Edu Lyra. De cara, vi que era um menino especial. Ele tinha um brilho nos olhos diferente, um que nenhuma provação havia sido capaz de apagar. Ao contrário, ao se considerar um sobrevivente do sistema, ele brada aos quatro cantos a lição que aprendeu com sua mãe: “Não importa de onde você vem, mas sim para onde você vai”. Com este mantra, ele desafia as estatísticas para fazer uma intervenção na vida de milhares de famílias que vivem na pobreza, em regiões carentes da periferia de São Paulo."" - Flávio Augusto da Silva</span> <br>",8,0,"Edu Lyra",1,1,0,4806,5
9788593156342,"Mãe fora da caixa","Talvez você ache que esse livro não seja para você. Ele de fato não é uma via de mão única. Você não vai encontrar regras, certo ou errado. Mas a vontade de criar algo novo: o começo de um nós, a construção de um conjunto de experiências e novas formas de enxergar a maternidade. Percebo que ser mãe é algo muito particular, mas ao mesmo tempo universal. Por isso decidi compartilhar aqui meus sentimentos mais íntimos: medos, angústias, dúvidas, alegrias, conflitos e aprendizados.",26,0,"Thaís Vilarinho",1,1,0,4807,5
9788593156335,"O velho e o menino","Quer viver uma vida cheia de plenitude e significado? Abandone o medo de ousar e encontre a coragem de realizar na companhia do velho Taful. Ele e outros personagens encantadores vão conduzi-lo para que você nunca mais se sinta sozinho nessa aventura que é a vida. O velho e o menino, uma história sobre a descoberta de propósito e sobre o valor da amizade.",60,0,"Roberto Tranjan",1,1,0,4808,5
9788593156304,"Abra seus olhos","Já pensou na possibilidade de enxergar melhor sem óculos ou cirurgias? Ela existe. Com pequenas atitudes no seu dia a dia, desfazendo mitos, você poderá aumentar o foco e a nitidez tanto para perto quanto para longe. Bom demais para ser verdade? Aceite o desafio, experimente, Abra seus olhos, transforme sua visão e tenha uma nova vida, sem limitações. É simples! Tudo o que você precisa está em você e nas práticas que este livro propõe.<br>",8,0,"Tatiana Gebrael",1,1,0,4809,5
9788593156281,"Desperte seu poder","Esse livro é uma chave. Ele abre um portal que dividirá sua vida em dois momentos. É uma espécie de mágica: através das ferramentas de coaching que fizeram de José Roberto Marques uma referência no Brasil e no mundo, você finalmente poderá transformar em poder, todo o potencial que vive inerte dentro de você. São exercícios práticos de autoconhecimento e cura para você explorar seu universo interior e transformar sua vida. Aceite a chave. Abra o portal. Desperte seu poder.",8,0,"José Roberto Marques",1,1,0,4810,5
9788593156281,"Desperte seu poder","Esse livro é uma chave. Ele abre um portal que dividirá sua vida em dois momentos. É uma espécie de mágica: através das ferramentas de coaching que fizeram de José Roberto Marques uma referência no Brasil e no mundo, você finalmente poderá transformar em poder, todo o potencial que vive inerte dentro de você. São exercícios práticos de autoconhecimento e cura para você explorar seu universo interior e transformar sua vida. Aceite a chave. Abra o portal. Desperte seu poder.",8,0,"José Roberto Marques",1,1,0,4811,2
9788593156243,"Como usar a internet para alavancar vendas ou criar um negócio digital do zero","Cansado de seu trabalho convencional, Erico Rocha largou tudo para empreender e logo percebeu que precisava dominar o marketing digital para ter o sucesso que desejava. Para que você não tenha que passar pelos perrengues que ele passou, os passos que fizeram de Erico Rocha um sucesso de vendas na internet estão agora reunidos em livro.",60,0,"Erico Rocha",1,1,0,4812,2
9788593156182,"Histórias para alimentar a alma","A transformação da dor em amor é sempre um enredo irresistível. É essa a história por trás desse livro, que levará você a entrar em contato com breves narrativas inspiradoras que irão despertá-lo para profundas reflexões. Mas o efeito principal delas será tocar o seu coração, levando-o a resgatar a fé, o amor e o colorido em sua vida.",62,0,"Rev. Aldo Quintão",1,1,0,4813,2
9788589987332,"O pequeno príncipe (Bolso)","Um piloto forçado a aterrissar no deserto do Saara encontra um pequeno príncipe, recém-chegado de um planeta distante. As sábias, encantadoras e inesquecíveis histórias contadas pelo pequeno príncipe falam de seu próprio planeta, com seus três vulcões e uma flor presunçosa.",6,0,"Antoine Saint-Exupéry",1,1,0,4814,2
9788589829311,"50 coisas que pais nunca devem dizer aos filhos",NULL,16,0,"Antonio Siqueira",1,1,0,4815,2
9788589239844,"Fazendo meu filme 1 - A estreia de Fani",NULL,36,0,"Paula Pimenta",1,1,0,4816,2
9788589239394,"Fazendo o meu filme 3 - O roteiro inesperado de Fani",NULL,24,0,"Paula Pimenta",1,1,0,4817,2
9788588329720,"Agora é pra valer!",NULL,76,0,"Marcia Luz",1,1,1,4818,2
9788586889981,"Os meus dias mais felizes",NULL,20,0,"Alison Inches",1,1,0,4819,2
9788586307676,"Depois da tempestade","Uma das mais graves crises da história gerou um grande pessimismo sobre nosso futuro. Natural, mas a economia, como o clima, é cíclica. Quando Dilma tomou posse, em 2010, as esperanças eram grandes; as frustrações também foram. Como chegamos à mais profunda recessão em um século? Que erros nos levaram à crise? Como sairemos dela? Com prefácio do publicitário Nizan Guanaes, esta obra é um marco na análise dos anos Dilma, do governo do PT, de como o Brasil mergulhou em uma das mais profundas crises de sua história.",4,0,"Ricardo Amorim",1,1,0,4820,2
9788586307447,"Senhora das águas",NULL,56,0,"Pedro Siqueira",1,1,0,4821,2
9788586234019,"Gerente de sucesso","Responsáveis pelo atingimento das metas da empresa, os gerentes necessitam de um amplo leque de técnicas e habilidades para obter êxito. Assim, cada capítulo deste livro trata de um aspecto diferente da atividade de gerenciar e indica a técnica adequada para cada caso.",12,0,"Peter Cusins",1,1,1,4822,2
9788584680405,"O código da mudança","Neste livro, você aprenderá não só o que e como fazer, mas também a desenvolver as competências emocionais necessárias para passar por todas as fases da mudança e, o melhor, permanecer nela. É um livro para quem está cansado de belas ideias que não saem do papel e busca resultados concretos. O Método 3D da mudança de hábitos é pioneiro por ter uma abordagem completa e vem conquistando cada vez mais adeptos, de atletas de alta performance a empresários, de concurseiros a profissionais liberais, de pessoas que desejam emagrecer àquelas que querem parar de fumar, de beber ou melhorar suas finanças.",28,0,"Othon Gama",1,1,0,4823,2
9788584421992,"O professor 4 - Prova final","Alex e Charlotte possuem uma única chance, mas três anos é tempo o suficiente para construir muitas barreiras, levantar dúvidas e esconder segredos que podem impedir que o amor prevaleça. Neste último livro da série O professor, Charlotte e Alex terão que aprender que perdoar não é o único caminho e que o amor pode e deve passar pela sua prova final.",42,0,"Tatiana Amaral",1,1,0,4824,2
9788584421763,"Pilares para uma vida saudável - #escolhiserfeliz","Se você busca uma transformação em sua vida, este livro é para você! O que comemos, nossos hábitos de vida, a forma com que lidamos com adversidades, com emoções, representam um papel fundamental na saúde de nosso organismo. As escolhas são nossas e devem ser pautadas na busca pelo conhecimento.",53,0,"Mohamad Barakat",1,1,0,4825,2
9788584391264,"Se não eu, quem vai fazer você feliz","Um dos maiores ícones do rock nacional, Alexandre Magno Abrão, o Chorão, conquistou o Brasil sobretudo pela sua entrega na hora de compor e cantar. Essa mesma intensidade marcou a história de amor ímpar vivida com Graziela Gonçalves, que conta neste livro como o relacionamento de quase vinte anos dos dois a transformou para sempre.",72,0,"Graziela Gonçalves",1,1,0,4826,2
9788584390847,"Para as solteiras, com amor","Estar solteira pode ser muito divertido e libertador, mas muitas mulheres deparam com diversos tipos de insegurança quando estão sozinhas. Neste seu primeiro livro, a atriz e digital influencer Julia Faria defende que o foco principal delas nesse momento precisa ser conhecer melhor a si próprias, e não outras pessoas. Só assim conseguirão encontrar suas caras-metades (se assim desejarem).",80,0,"Julia Faria",1,1,0,4827,2
9788584390816,"O livro dos ressignificados","Antes aprisionadas na formalidade dos dicionários, palavras como girassol, Deus, sonho, tatuagem, cafuné e muitas outras são libertadas por João Doederlein que assina com o pseudônimo Akapoeta neste seu primeiro livro. Elas são repensadas a partir das experiências pessoais do autor, de vinte anos, e de sua geração, mesclando romantismo bem resolvido, paixão, isolamento e um dia a dia que respira tecnologia e cultura pop.",16,0,@akapoeta,1,1,0,4828,2
9788584390373,"A espiã","Mata Hari foi a mulher mais desejada de sua época: bailarina exótica que chocava e encantava plateias ao se desnudar nos palcos, confidente e amante dos homens mais ricos e poderosos de seu tempo, figura de passado enigmático que despertava o ciúme e a inveja das damas da aristocracia parisiense. Em seu novo romance, Paulo Coelho revisita a vida dessa mulher extraordinária, mostrando ao leitor que as árvores mais altas nascem das menores sementes.<span class=""redactor-invisible-space""></span>",84,0,"Paulo Coelho",1,1,0,4829,2
9788584390342,"Tá gravando. E agora?","Nesse livro a youtuber mais conhecida do Brasil conta como seu canal, 5incominutos, surgiu, revelando detalhes até então inéditos. Kéfera relembra como foi gravar o primeiro vídeo, as inseguranças que surgiram e como ela conseguiu superar os obstáculos para, aos poucos, ir conquistando milhões de fãs. Ela ainda tenta responder a pergunta que mais ouve dos seus seguidores: ""Como eu faço para fazer o meu canal de Youtube dar certo?"".",12,0,"Kéfera Buchmann",1,1,0,4830,3
9788584390342,"Tá gravando. E agora?","Nesse livro a youtuber mais conhecida do Brasil conta como seu canal, 5incominutos, surgiu, revelando detalhes até então inéditos. Kéfera relembra como foi gravar o primeiro vídeo, as inseguranças que surgiram e como ela conseguiu superar os obstáculos para, aos poucos, ir conquistando milhões de fãs. Ela ainda tenta responder a pergunta que mais ouve dos seus seguidores: ""Como eu faço para fazer o meu canal de Youtube dar certo?"".",12,0,"Kéfera Buchmann",1,1,0,4831,3
9788584390250,"O sensacional livro antitédio do Lucas Rangel","O mineiro não para quieto e tem números impressionantes de seguidores em todas elas. Mas Lucas brilha apenas como ele mesmo? Na-na-ni-na-não. Ele interpreta três (isso mesmo, TRÊS) personagens: a Mãe, o Professor e a Menina Burra, um mais engraçado que o outro. Neste seu primeiro livro, Lucas conta um pouco da sua história surpreendente e convida os fãs a participarem de brincadeiras e desafios divertidíssimos. Alguns são novos e outros vieram direto do seu canal no YouTube. A maior vítima das pegadinhas é o tédio, que não vai ter vez.",6,0,"Lucas Rangel",1,1,0,4832,3
9788584390205,Before,"Contado sob o ponto de vista de Hardin e de outros personagens da série, Before acompanha de perto esse complexo e cativante personagem, desde seus problemas de infância até sua turbulenta juventude. O livro traz também passagens inéditas do romance de Tessa e Hardin e revela, ao fim, o futuro desse casal intenso que conquistou os corações de leitores no mundo inteiro!",20,0,"Anna Todd",1,1,0,4833,3
9788584390175,"Todo seu","Gideon Cross. A coisa mais fácil que já fiz foi me apaixonar por ele. Aconteceu instantaneamente, de forma completa e irrevogável. Casar com ele foi um sonho realizado. Continuar casada com ele é a maior batalha da minha vida. O amor transforma, e o nosso é um refúgio e também a pior tempestade. Duas almas danificadas que se entrelaçaram. Nossos votos foram apenas o começo. Lutar por esse casamento pode nos libertar... Ou nos separar de vez. Sedutor e comovente, ""Todo Seu"" é a última parte da saga Crossfire.",56,0,"Sylvia Day",1,1,0,4834,1
9788584390175,"Todo seu","Gideon Cross. A coisa mais fácil que já fiz foi me apaixonar por ele. Aconteceu instantaneamente, de forma completa e irrevogável. Casar com ele foi um sonho realizado. Continuar casada com ele é a maior batalha da minha vida. O amor transforma, e o nosso é um refúgio e também a pior tempestade. Duas almas danificadas que se entrelaçaram. Nossos votos foram apenas o começo. Lutar por esse casamento pode nos libertar... Ou nos separar de vez. Sedutor e comovente, ""Todo Seu"" é a última parte da saga Crossfire.",56,0,"Sylvia Day",1,1,0,4835,1
